word,definition,difficulty_level,frequency_score,word_type,first_char,last_char,word_length
에스프레소,에스프레소의 뜻,2,30,명사,에,소,5
영몽,영몽의 뜻,2,30,명사,영,몽,2
조석력,조석력의 뜻,2,30,명사,조,력,3
영업창구,영업창구의 뜻,2,30,명사,영,구,4
영업체,영업체의 뜻,2,30,명사,영,체,3
영업허가,영업허가의 뜻,2,30,명사,영,가,4
영업화폐,영업화폐의 뜻,2,30,명사,영,폐,4
영구기체,영구기체의 뜻,2,30,명사,영,체,4
영맹스럽다,영맹스럽다의 뜻,2,30,명사,영,다,5
제조야금,제조야금의 뜻,2,30,명사,제,금,4
제조인송장,제조인송장의 뜻,2,30,명사,제,장,5
제족기,제족기의 뜻,2,30,명사,제,기,3
제한해석,제한해석의 뜻,2,30,명사,제,석,4
즛긔티다,즛긔티다의 뜻,2,30,명사,즛,다,4
즛다,즛다의 뜻,2,30,명사,즛,다,2
즛두리,즛두리의 뜻,2,30,명사,즛,리,3
즛딯다,즛딯다의 뜻,2,30,명사,즛,다,3
즛므르다,즛므르다의 뜻,2,30,명사,즛,다,4
동굴테,동굴테의 뜻,2,30,명사,동,테,3
영합하다,영합하다의 뜻,2,30,명사,영,다,4
옥시테트라사이클린,옥시테트라사이클린의 뜻,3,30,명사,옥,린,9
온도역전,온도역전의 뜻,2,30,명사,온,전,4
제조원,제조원의 뜻,2,30,명사,제,원,3
뒤뿔치기하다,뒤뿔치기하다의 뜻,3,30,명사,뒤,다,6
온도오차,온도오차의 뜻,2,30,명사,온,차,4
온도이음줄,온도이음줄의 뜻,2,30,명사,온,줄,5
온도주기성,온도주기성의 뜻,2,30,명사,온,성,5
오라버이,오라버이의 뜻,2,30,명사,오,이,4
양귀상,양귀상의 뜻,2,30,명사,양,상,3
양귀포,양귀포의 뜻,2,30,명사,양,포,3
옥타록,옥타록의 뜻,2,30,명사,옥,록,3
와드토템,와드토템의 뜻,2,30,명사,와,템,4
올라운더메구루,올라운더메구루의 뜻,3,30,명사,올,루,7
즛둥머리,즛둥머리의 뜻,2,30,명사,즛,리,4
오라범,오라범의 뜻,2,30,명사,오,범,3
영행렬,영행렬의 뜻,2,30,명사,영,렬,3
암구호,암구호의 뜻,2,30,명사,암,호,3
요괴인간벰,요괴인간벰의 뜻,2,30,명사,요,벰,5
온도조절기,온도조절기의 뜻,2,30,명사,온,기,5
영여,영여의 뜻,2,30,명사,영,여,2
온도차발전,온도차발전의 뜻,2,30,명사,온,전,5
양귀비과,양귀비과의 뜻,2,30,명사,양,과,4
즛다리,즛다리의 뜻,2,30,명사,즛,리,3
와리가리삼총사,와리가리삼총사의 뜻,3,30,명사,와,사,7
제압사격,제압사격의 뜻,2,30,명사,제,격,4
제조자,제조자의 뜻,2,30,명사,제,자,3
완전승리다이테이오,완전승리다이테이오의 뜻,3,30,명사,완,오,9
와라편의점,와라편의점의 뜻,2,30,명사,와,점,5
올드보이,올드보이의 뜻,2,30,명사,올,이,4
오라부덕,오라부덕의 뜻,2,30,명사,오,덕,4
오라빗댁,오라빗댁의 뜻,2,30,명사,오,댁,4
오라지다,오라지다의 뜻,2,30,명사,오,다,4
오라지우다,오라지우다의 뜻,2,30,명사,오,다,5
즛쓰다,즛쓰다의 뜻,2,30,명사,즛,다,3
지능화되다,지능화되다의 뜻,2,30,명사,지,다,5
지능화하다,지능화하다의 뜻,2,30,명사,지,다,5
노혼하다,노혼하다의 뜻,2,30,명사,노,다,4
염중독,염중독의 뜻,2,30,명사,염,독,3
염죽,염죽의 뜻,2,30,명사,염,죽,2
염주비둘기,염주비둘기의 뜻,2,30,명사,염,기,5
염주약,염주약의 뜻,2,30,명사,염,약,3
염주찌,염주찌의 뜻,2,30,명사,염,찌,3
연필화,연필화의 뜻,2,30,명사,연,화,3
에네르게이아,에네르게이아의 뜻,3,30,명사,에,아,6
애통망극,애통망극의 뜻,2,30,명사,애,극,4
애트우드의기계,애트우드의기계의 뜻,3,30,명사,애,계,7
애기털다듬이벌레,애기털다듬이벌레의 뜻,3,30,명사,애,레,8
약대벌레,약대벌레의 뜻,2,30,명사,약,레,4
에누구,에누구의 뜻,2,30,명사,에,구,3
에누다리,에누다리의 뜻,2,30,명사,에,리,4
에누리하다,에누리하다의 뜻,2,30,명사,에,다,5
에누릿속,에누릿속의 뜻,2,30,명사,에,속,4
즉초하다,즉초하다의 뜻,2,30,명사,즉,다,4
즉출급,즉출급의 뜻,2,30,명사,즉,급,3
증다되다,증다되다의 뜻,2,30,명사,증,다,4
와가츠마님은내신부,와가츠마님은내신부의 뜻,3,30,명사,와,부,9
애통,애통의 뜻,2,30,명사,애,통,2
중심주의,중심주의의 뜻,2,30,명사,중,의,4
완전히정신나간폭격수,완전히정신나간폭격수의 뜻,3,30,명사,완,수,10
업무상과실치사상죄,업무상과실치사상죄의 뜻,3,30,명사,업,죄,9
와룡전설,와룡전설의 뜻,2,30,명사,와,설,4
지닐성,지닐성의 뜻,2,30,명사,지,성,3
에네르기대사,에네르기대사의 뜻,3,30,명사,에,사,6
쥐엽나무,쥐엽나무의 뜻,2,30,명사,쥐,무,4
애기풍뎅이,애기풍뎅이의 뜻,2,30,명사,애,이,5
에녹,에녹의 뜻,2,30,명사,에,녹,2
쥐염떡,쥐염떡의 뜻,2,30,명사,쥐,떡,3
염줄,염줄의 뜻,2,30,명사,염,줄,2
연필통,연필통의 뜻,2,30,명사,연,통,3
염주말,염주말의 뜻,2,30,명사,염,말,3
에네르기,에네르기의 뜻,2,30,명사,에,기,4
다과티다,다과티다의 뜻,2,30,명사,다,다,4
업무상질환,업무상질환의 뜻,2,30,명사,업,환,5
업무용서류,업무용서류의 뜻,2,30,명사,업,류,5
영업준비,영업준비의 뜻,2,30,명사,영,비,4
영업집,영업집의 뜻,2,30,명사,영,집,3
영집하다,영집하다의 뜻,2,30,명사,영,다,4
영집현전사,영집현전사의 뜻,2,30,명사,영,사,5
영차례,영차례의 뜻,2,30,명사,영,례,3
연주단,연주단의 뜻,2,30,명사,연,단,3
얖갈리,얖갈리의 뜻,2,30,명사,얖,리,3
연주력,연주력의 뜻,2,30,명사,연,력,3
연주름,연주름의 뜻,2,30,명사,연,름,3
연주석,연주석의 뜻,2,30,명사,연,석,3
지지부레하다,지지부레하다의 뜻,3,30,명사,지,다,6
지지부진하다,지지부진하다의 뜻,3,30,명사,지,다,6
지지애자,지지애자의 뜻,2,30,명사,지,자,4
지지요법,지지요법의 뜻,2,30,명사,지,법,4
지지우다,지지우다의 뜻,2,30,명사,지,다,4
단근경면,단근경면의 뜻,2,30,명사,단,면,4
대심박이,대심박이의 뜻,2,30,명사,대,이,4
영복하다,영복하다의 뜻,2,30,명사,영,다,4
영복경,영복경의 뜻,2,30,명사,영,경,3
에이비에이,에이비에이의 뜻,2,30,명사,에,이,5
에이비엠,에이비엠의 뜻,2,30,명사,에,엠,4
증답,증답의 뜻,2,30,명사,증,답,2
지방족화합물,지방족화합물의 뜻,3,30,명사,지,물,6
영복,영복의 뜻,2,30,명사,영,복,2
외눈박이사기꾼,외눈박이사기꾼의 뜻,3,30,명사,외,꾼,7
탈아마이드,탈아마이드의 뜻,2,30,명사,탈,드,5
영보,영보의 뜻,2,30,명사,영,보,2
영본,영본의 뜻,2,30,명사,영,본,2
애틀랜타,애틀랜타의 뜻,2,30,명사,애,타,4
영집합,영집합의 뜻,2,30,명사,영,합,3
업무상비밀누설죄,업무상비밀누설죄의 뜻,3,30,명사,업,죄,8
지방족고리탄화수소,지방족고리탄화수소의 뜻,3,30,명사,지,소,9
연주실,연주실의 뜻,2,30,명사,연,실,3
애틀리,애틀리의 뜻,2,30,명사,애,리,3
연주시,연주시의 뜻,2,30,명사,연,시,3
영업주,영업주의 뜻,2,30,명사,영,주,3
업무상실화죄,업무상실화죄의 뜻,3,30,명사,업,죄,6
외계침략자,외계침략자의 뜻,2,30,명사,외,자,5
야만적,야만적의 뜻,2,30,명사,야,적,3
연주대,연주대의 뜻,2,30,명사,연,대,3
왕크루쉬,왕크루쉬의 뜻,2,30,명사,왕,쉬,4
에이비오식혈액형,에이비오식혈액형의 뜻,3,30,명사,에,형,8
애국,애국의 뜻,2,30,명사,애,국,2
요정의부적,요정의부적의 뜻,2,30,명사,요,적,5
여기상태,여기상태의 뜻,2,30,명사,여,태,4
여기소종,여기소종의 뜻,2,30,명사,여,종,4
예의사,예의사의 뜻,2,30,명사,예,사,3
중앙방어수,중앙방어수의 뜻,2,30,명사,중,수,5
중앙방추사,중앙방추사의 뜻,2,30,명사,중,사,5
중석불,중석불의 뜻,2,30,명사,중,불,3
중석석,중석석의 뜻,2,30,명사,중,석,3
중선되다,중선되다의 뜻,2,30,명사,중,다,4
중선하다,중선하다의 뜻,2,30,명사,중,다,4
중선거구,중선거구의 뜻,2,30,명사,중,구,4
중선암,중선암의 뜻,2,30,명사,중,암,3
중설하다,중설하다의 뜻,2,30,명사,중,다,4
중설풍,중설풍의 뜻,2,30,명사,중,풍,3
중앙서,중앙서의 뜻,2,30,명사,중,서,3
오물오물하다,오물오물하다의 뜻,3,30,명사,오,다,6
영단하다,영단하다의 뜻,2,30,명사,영,다,4
엘아이에프오,엘아이에프오의 뜻,3,30,명사,엘,오,6
영사재판,영사재판의 뜻,2,30,명사,영,판,4
데민포름,데민포름의 뜻,2,30,명사,데,름,4
요츠바랑,요츠바랑의 뜻,2,30,명사,요,랑,4
지팡,지팡의 뜻,2,30,명사,지,팡,2
당금,당금의 뜻,2,30,명사,당,금,2
앵초,앵초의 뜻,2,30,명사,앵,초,2
오산학교,오산학교의 뜻,2,30,명사,오,교,4
여기에너지,여기에너지의 뜻,2,30,명사,여,지,5
여앙,여앙의 뜻,2,30,명사,여,앙,2
돌니,돌니의 뜻,2,30,명사,돌,니,2
중설,중설의 뜻,2,30,명사,중,설,2
예의염치,예의염치의 뜻,2,30,명사,예,치,4
야자고,야자고의 뜻,2,30,명사,야,고,3
요괴선사,요괴선사의 뜻,2,30,명사,요,사,4
요테리,요테리의 뜻,2,30,명사,요,리,3
영식,영식의 뜻,2,30,명사,영,식,2
요괴소년호야,요괴소년호야의 뜻,3,30,명사,요,야,6
요가랑,요가랑의 뜻,2,30,명사,요,랑,3
야자나무,야자나무의 뜻,2,30,명사,야,무,4
오유갑,오유갑의 뜻,2,30,명사,오,갑,3
오산화비소,오산화비소의 뜻,2,30,명사,오,소,5
오유선생,오유선생의 뜻,2,30,명사,오,생,4
야자당,야자당의 뜻,2,30,명사,야,당,3
애국적,애국적의 뜻,2,30,명사,애,적,3
애국하다,애국하다의 뜻,2,30,명사,애,다,4
오유화,오유화의 뜻,2,30,명사,오,화,3
중앙수,중앙수의 뜻,2,30,명사,중,수,3
요정표본,요정표본의 뜻,2,30,명사,요,본,4
동기시대,동기시대의 뜻,2,30,명사,동,대,4
영사복시사,영사복시사의 뜻,2,30,명사,영,사,5
영사본,영사본의 뜻,2,30,명사,영,본,3
영사송장,영사송장의 뜻,2,30,명사,영,장,4
영사시창,영사시창의 뜻,2,30,명사,영,창,4
영사전구,영사전구의 뜻,2,30,명사,영,구,4
압수영장,압수영장의 뜻,2,30,명사,압,장,4
영식하다,영식하다의 뜻,2,30,명사,영,다,4
영식소모사번수,영식소모사번수의 뜻,3,30,명사,영,수,7
영혹하다,영혹하다의 뜻,2,30,명사,영,다,4
영혼말이,영혼말이의 뜻,2,30,명사,영,이,4
영혼불멸설,영혼불멸설의 뜻,2,30,명사,영,설,5
영혼절멸론,영혼절멸론의 뜻,2,30,명사,영,론,5
영홍문관사,영홍문관사의 뜻,2,30,명사,영,사,5
영화적,영화적의 뜻,2,30,명사,영,적,3
옹골지다,옹골지다의 뜻,2,30,명사,옹,다,4
옹그리다,옹그리다의 뜻,2,30,명사,옹,다,4
옹그스트롬,옹그스트롬의 뜻,2,30,명사,옹,롬,5
오페라세리아,오페라세리아의 뜻,3,30,명사,오,아,6
오페라코미크극장,오페라코미크극장의 뜻,3,30,명사,오,장,8
왜노국,왜노국의 뜻,2,30,명사,왜,국,3
우무적구무적하다,우무적구무적하다의 뜻,3,30,명사,우,다,8
요코테슌,요코테슌의 뜻,2,30,명사,요,슌,4
오유수정,오유수정의 뜻,2,30,명사,오,정,4
영사실,영사실의 뜻,2,30,명사,영,실,3
중앙아메리카주,중앙아메리카주의 뜻,3,30,명사,중,주,7
영혼선재설,영혼선재설의 뜻,2,30,명사,영,설,5
영혼설,영혼설의 뜻,2,30,명사,영,설,3
애구머니,애구머니의 뜻,2,30,명사,애,니,4
요코야마치카,요코야마치카의 뜻,3,30,명사,요,카,6
요정용,요정용의 뜻,2,30,명사,요,용,3
옹기장이,옹기장이의 뜻,2,30,명사,옹,이,4
오유란전,오유란전의 뜻,2,30,명사,오,전,4
압수품,압수품의 뜻,2,30,명사,압,품,3
중앙신문,중앙신문의 뜻,2,30,명사,중,문,4
요코야마나오,요코야마나오의 뜻,3,30,명사,요,오,6
웨어울프,웨어울프의 뜻,2,30,명사,웨,프,4
영사공신,영사공신의 뜻,2,30,명사,영,신,4
왜노비,왜노비의 뜻,2,30,명사,왜,비,3
애애하다,애애하다의 뜻,2,30,명사,애,다,4
양치하다,양치하다의 뜻,2,30,명사,양,다,4
어궁하다,어궁하다의 뜻,2,30,명사,어,다,4
어궐화,어궐화의 뜻,2,30,명사,어,화,3
왜다,왜다의 뜻,2,30,명사,왜,다,2
왜단,왜단의 뜻,2,30,명사,왜,단,2
와뜰거리다,와뜰거리다의 뜻,2,30,명사,와,다,5
와뜰대다,와뜰대다의 뜻,2,30,명사,와,다,4
와뜰하다,와뜰하다의 뜻,2,30,명사,와,다,4
왜깍대깍하다,왜깍대깍하다의 뜻,3,30,명사,왜,다,6
왜나막신,왜나막신의 뜻,2,30,명사,왜,신,4
왜난목,왜난목의 뜻,2,30,명사,왜,목,3
외려,외려의 뜻,2,30,명사,외,려,2
우럴다,우럴다의 뜻,2,30,명사,우,다,3
눈썹고사리,눈썹고사리의 뜻,2,30,명사,눈,리,5
왜눔설,왜눔설의 뜻,2,30,명사,왜,설,3
용매기수,용매기수의 뜻,2,30,명사,용,수,4
외경파스,외경파스의 뜻,2,30,명사,외,스,4
외아하다,외아하다의 뜻,2,30,명사,외,다,4
외아들공장,외아들공장의 뜻,2,30,명사,외,장,5
외아문,외아문의 뜻,2,30,명사,외,문,3
외아자비,외아자비의 뜻,2,30,명사,외,비,4
외아전,외아전의 뜻,2,30,명사,외,전,3
외안걸이,외안걸이의 뜻,2,30,명사,외,이,4
외챗집,외챗집의 뜻,2,30,명사,외,집,3
영명부,영명부의 뜻,2,30,명사,영,부,3
영명사,영명사의 뜻,2,30,명사,영,사,3
영명축일,영명축일의 뜻,2,30,명사,영,일,4
영모하다,영모하다의 뜻,2,30,명사,영,다,4
어궤조산,어궤조산의 뜻,2,30,명사,어,산,4
압전성고분자,압전성고분자의 뜻,3,30,명사,압,자,6
압전성반도체,압전성반도체의 뜻,3,30,명사,압,체,6
엽면시비,엽면시비의 뜻,2,30,명사,엽,비,4
우무적꾸무적하다,우무적꾸무적하다의 뜻,3,30,명사,우,다,8
종통,종통의 뜻,2,30,명사,종,통,2
우렁쉥이,우렁쉥이의 뜻,2,30,명사,우,이,4
어궐,어궐의 뜻,2,30,명사,어,궐,2
역증스레,역증스레의 뜻,2,30,명사,역,레,4
축본,축본의 뜻,2,30,명사,축,본,2
용암광전사,용암광전사의 뜻,2,30,명사,용,사,5
외안,외안의 뜻,2,30,명사,외,안,2
왕수인,왕수인의 뜻,2,30,명사,왕,인,3
용랑전,용랑전의 뜻,2,30,명사,용,전,3
엽면적지수,엽면적지수의 뜻,2,30,명사,엽,수,5
어사무사하다,어사무사하다의 뜻,3,30,명사,어,다,6
역증스럽다,역증스럽다의 뜻,2,30,명사,역,다,5
예기반응,예기반응의 뜻,2,30,명사,예,응,4
예기방장,예기방장의 뜻,2,30,명사,예,장,4
예기방장하다,예기방장하다의 뜻,3,30,명사,예,다,6
예기재,예기재의 뜻,2,30,명사,예,재,3
예기척,예기척의 뜻,2,30,명사,예,척,3
단색광기,단색광기의 뜻,2,30,명사,단,기,4
단순사건,단순사건의 뜻,2,30,명사,단,건,4
엽병,엽병의 뜻,2,30,명사,엽,병,2
연사질하다,연사질하다의 뜻,2,30,명사,연,다,5
열전달,열전달의 뜻,2,30,명사,열,달,3
연삭반,연삭반의 뜻,2,30,명사,연,반,3
연삭삭,연삭삭의 뜻,2,30,명사,연,삭,3
연삭삭하다,연삭삭하다의 뜻,2,30,명사,연,다,5
연삭재,연삭재의 뜻,2,30,명사,연,재,3
엥케,엥케의 뜻,2,30,명사,엥,케,2
여의히,여의히의 뜻,2,30,명사,여,히,3
연산부호,연산부호의 뜻,2,30,명사,연,호,4
열전대렬,열전대렬의 뜻,2,30,명사,열,렬,4
열전대열,열전대열의 뜻,2,30,명사,열,열,4
열전대온도계,열전대온도계의 뜻,3,30,명사,열,계,6
열전대진공계,열전대진공계의 뜻,3,30,명사,열,계,6
압전형변환기,압전형변환기의 뜻,3,30,명사,압,기,6
압전형송화기,압전형송화기의 뜻,3,30,명사,압,기,6
압전형진동자,압전형진동자의 뜻,3,30,명사,압,자,6
열전도검출기,열전도검출기의 뜻,3,30,명사,열,기,6
열전도곁수,열전도곁수의 뜻,2,30,명사,열,수,5
열전도계수,열전도계수의 뜻,2,30,명사,열,수,5
열전도도,열전도도의 뜻,2,30,명사,열,도,4
열전동력,열전동력의 뜻,2,30,명사,열,력,4
연환원용련,연환원용련의 뜻,2,30,명사,연,련,5
연환지수,연환지수의 뜻,2,30,명사,연,수,4
연활하다,연활하다의 뜻,2,30,명사,연,다,4
연활자,연활자의 뜻,2,30,명사,연,자,3
연황빛,연황빛의 뜻,2,30,명사,연,빛,3
염오증,염오증의 뜻,2,30,명사,염,증,3
염옥맹,염옥맹의 뜻,2,30,명사,염,맹,3
정할곡선,정할곡선의 뜻,2,30,명사,정,선,4
역지변,역지변의 뜻,2,30,명사,역,변,3
압전소자,압전소자의 뜻,2,30,명사,압,자,4
엑스프레시프,엑스프레시프의 뜻,3,30,명사,엑,프,6
정함수,정함수의 뜻,2,30,명사,정,수,3
열전대,열전대의 뜻,2,30,명사,열,대,3
엥케혜성,엥케혜성의 뜻,2,30,명사,엥,성,4
연활,연활의 뜻,2,30,명사,연,활,2
연사질,연사질의 뜻,2,30,명사,연,질,3
용암의분노,용암의분노의 뜻,2,30,명사,용,노,5
용암거인,용암거인의 뜻,2,30,명사,용,인,4
오향장육,오향장육의 뜻,2,30,명사,오,육,4
포슬거리다,포슬거리다의 뜻,2,30,명사,포,다,5
도시형산업,도시형산업의 뜻,2,30,명사,도,업,5
원시멧돼지,원시멧돼지의 뜻,2,30,명사,원,지,5
독권관,독권관의 뜻,2,30,명사,독,관,3
열전력,열전력의 뜻,2,30,명사,열,력,3
열전쌍,열전쌍의 뜻,2,30,명사,열,쌍,3
염온동,염온동의 뜻,2,30,명사,염,동,3
정합국,정합국의 뜻,2,30,명사,정,국,3
염왕광불,염왕광불의 뜻,2,30,명사,염,불,4
열전랭동소자,열전랭동소자의 뜻,3,30,명사,열,자,6
열전류계,열전류계의 뜻,2,30,명사,열,계,4
열전발전,열전발전의 뜻,2,30,명사,열,전,4
열전사프린터,열전사프린터의 뜻,3,30,명사,열,터,6
열전소자,열전소자의 뜻,2,30,명사,열,자,4
염낭,염낭의 뜻,2,30,명사,염,낭,2
오합적집합,오합적집합의 뜻,2,30,명사,오,합,5
정합설,정합설의 뜻,2,30,명사,정,설,3
정합성,정합성의 뜻,2,30,명사,정,성,3
정합장치,정합장치의 뜻,2,30,명사,정,치,4
증별하다,증별하다의 뜻,2,30,명사,증,다,4
죽젱이,죽젱이의 뜻,2,30,명사,죽,이,3
죽졍이,죽졍이의 뜻,2,30,명사,죽,이,3
죽제,죽제의 뜻,2,30,명사,죽,제,2
조작극,조작극의 뜻,2,30,명사,조,극,3
참견하다,참견하다의 뜻,2,30,명사,참,다,4
우리들의변박자,우리들의변박자의 뜻,3,30,명사,우,자,7
우리마을이야기,우리마을이야기의 뜻,3,30,명사,우,기,7
독력하다,독력하다의 뜻,2,30,명사,독,다,4
우리들이있었다,우리들이있었다의 뜻,3,30,명사,우,다,7
우리들의,우리들의의 뜻,2,30,명사,우,의,4
원오프,원오프의 뜻,2,30,명사,원,프,3
우리는챔피언,우리는챔피언의 뜻,3,30,명사,우,언,6
염옹,염옹의 뜻,2,30,명사,염,옹,2
증별,증별의 뜻,2,30,명사,증,별,2
우디르,우디르의 뜻,2,30,명사,우,르,3
제실재산정리국,제실재산정리국의 뜻,3,30,명사,제,국,7
독량,독량의 뜻,2,30,명사,독,량,2
우드마스크,우드마스크의 뜻,2,30,명사,우,크,5
독려,독려의 뜻,2,30,명사,독,려,2
우리들의기적,우리들의기적의 뜻,3,30,명사,우,적,6
우는파란버섯,우는파란버섯의 뜻,3,30,명사,우,섯,6
압점,압점의 뜻,2,30,명사,압,점,2
죽조반,죽조반의 뜻,2,30,명사,죽,반,3
염왕,염왕의 뜻,2,30,명사,염,왕,2
우르사,우르사의 뜻,2,30,명사,우,사,3
열전반도체소자,열전반도체소자의 뜻,3,30,명사,열,자,7
우리들에게날개는없다,우리들에게날개는없다의 뜻,3,30,명사,우,다,10
용혈족마술사,용혈족마술사의 뜻,3,30,명사,용,사,6
독로하다,독로하다의 뜻,2,30,명사,독,다,4
오합지중,오합지중의 뜻,2,30,명사,오,중,4
예반,예반의 뜻,2,30,명사,예,반,2
온이,온이의 뜻,2,30,명사,온,이,2
예민도,예민도의 뜻,2,30,명사,예,도,3
예민색,예민색의 뜻,2,30,명사,예,색,3
예바르다,예바르다의 뜻,2,30,명사,예,다,4
웨정룽야,웨정룽야의 뜻,2,30,명사,웨,야,4
예방하다,예방하다의 뜻,2,30,명사,예,다,4
온처하다,온처하다의 뜻,2,30,명사,온,다,4
온천히,온천히의 뜻,2,30,명사,온,히,3
온천가스,온천가스의 뜻,2,30,명사,온,스,4
오두미도,오두미도의 뜻,2,30,명사,오,도,4
온산병,온산병의 뜻,2,30,명사,온,병,3
예술동화,예술동화의 뜻,2,30,명사,예,화,4
예술론,예술론의 뜻,2,30,명사,예,론,3
예술무용,예술무용의 뜻,2,30,명사,예,용,4
예술문,예술문의 뜻,2,30,명사,예,문,3
우주가족칼빈슨,우주가족칼빈슨의 뜻,3,30,명사,우,슨,7
도부어,도부어의 뜻,2,30,명사,도,어,3
도부장이,도부장이의 뜻,2,30,명사,도,이,4
도부쟁이,도부쟁이의 뜻,2,30,명사,도,이,4
오물단지,오물단지의 뜻,2,30,명사,오,지,4
어귀어귀,어귀어귀의 뜻,2,30,명사,어,귀,4
오물세,오물세의 뜻,2,30,명사,오,세,3
오두품,오두품의 뜻,2,30,명사,오,품,3
어귀상궁,어귀상궁의 뜻,2,30,명사,어,궁,4
우주모함,우주모함의 뜻,2,30,명사,우,함,4
예술대학,예술대학의 뜻,2,30,명사,예,학,4
우주마신다이켄고,우주마신다이켄고의 뜻,3,30,명사,우,고,8
도부장사군,도부장사군의 뜻,2,30,명사,도,군,5
우에키로이드,우에키로이드의 뜻,3,30,명사,우,드,6
와트,와트의 뜻,2,30,명사,와,트,2
예술대,예술대의 뜻,2,30,명사,예,대,3
우주대제갓시그마,우주대제갓시그마의 뜻,3,30,명사,우,마,8
어귀,어귀의 뜻,2,30,명사,어,귀,2
우주를달리는소녀,우주를달리는소녀의 뜻,3,30,명사,우,녀,8
온인,온인의 뜻,2,30,명사,온,인,2
오둔,오둔의 뜻,2,30,명사,오,둔,2
오둔없다,오둔없다의 뜻,2,30,명사,오,다,4
오둘개,오둘개의 뜻,2,30,명사,오,개,3
오둘막,오둘막의 뜻,2,30,명사,오,막,3
오둠지진상,오둠지진상의 뜻,2,30,명사,오,상,5
오둠지진상하다,오둠지진상하다의 뜻,3,30,명사,오,다,7
오르도스청동기,오르도스청동기의 뜻,3,30,명사,오,기,7
오르되브르,오르되브르의 뜻,2,30,명사,오,르,5
오르드르,오르드르의 뜻,2,30,명사,오,르,4
영업재산,영업재산의 뜻,2,30,명사,영,산,4
영업전당,영업전당의 뜻,2,30,명사,영,당,4
영업조합,영업조합의 뜻,2,30,명사,영,합,4
오토리버스,오토리버스의 뜻,2,30,명사,오,스,5
우러오르다,우러오르다의 뜻,2,30,명사,우,다,5
우럭과,우럭과의 뜻,2,30,명사,우,과,3
조장되다,조장되다의 뜻,2,30,명사,조,다,4
제형신경계,제형신경계의 뜻,2,30,명사,제,계,5
증자하다,증자하다의 뜻,2,30,명사,증,다,4
치천하다,치천하다의 뜻,2,30,명사,치,다,4
어귀적거리다,어귀적거리다의 뜻,3,30,명사,어,다,6
어귀적대다,어귀적대다의 뜻,2,30,명사,어,다,5
도안글자,도안글자의 뜻,2,30,명사,도,자,4
도칠하다,도칠하다의 뜻,2,30,명사,도,다,4
도적잠,도적잠의 뜻,2,30,명사,도,잠,3
예산가격,예산가격의 뜻,2,30,명사,예,격,4
운명의파멸,운명의파멸의 뜻,2,30,명사,운,멸,5
예산과목,예산과목의 뜻,2,30,명사,예,목,4
예산관리,예산관리의 뜻,2,30,명사,예,리,4
예산교서,예산교서의 뜻,2,30,명사,예,서,4
영업장,영업장의 뜻,2,30,명사,영,장,3
외면기,외면기의 뜻,2,30,명사,외,기,3
외면묘사,외면묘사의 뜻,2,30,명사,외,사,4
외면수새,외면수새의 뜻,2,30,명사,외,새,4
외면수새하다,외면수새하다의 뜻,3,30,명사,외,다,6
외면수습하다,외면수습하다의 뜻,3,30,명사,외,다,6
외면적,외면적의 뜻,2,30,명사,외,적,3
에염,에염의 뜻,2,30,명사,에,염,2
에뮤,에뮤의 뜻,2,30,명사,에,뮤,2
치첩,치첩의 뜻,2,30,명사,치,첩,2
워너비,워너비의 뜻,2,30,명사,워,비,3
도칠,도칠의 뜻,2,30,명사,도,칠,2
영업정지,영업정지의 뜻,2,30,명사,영,지,4
오둘기,오둘기의 뜻,2,30,명사,오,기,3
오토마톤,오토마톤의 뜻,2,30,명사,오,톤,4
에무,에무의 뜻,2,30,명사,에,무,2
어귀적어귀적,어귀적어귀적의 뜻,3,30,명사,어,적,6
워모그의갑옷,워모그의갑옷의 뜻,3,30,명사,워,옷,6
에머슨,에머슨의 뜻,2,30,명사,에,슨,3
에머슨제도,에머슨제도의 뜻,2,30,명사,에,도,5
에메틴,에메틴의 뜻,2,30,명사,에,틴,3
에올리언하프,에올리언하프의 뜻,3,30,명사,에,프,6
에오세,에오세의 뜻,2,30,명사,에,세,3
왜무짠지,왜무짠지의 뜻,2,30,명사,왜,지,4
왜물,왜물의 뜻,2,30,명사,왜,물,2
어귀적어귀적하다,어귀적어귀적하다의 뜻,3,30,명사,어,다,8
에문,에문의 뜻,2,30,명사,에,문,2
도토밤,도토밤의 뜻,2,30,명사,도,밤,3
돈메소,돈메소의 뜻,2,30,명사,돈,소,3
왜미,왜미의 뜻,2,30,명사,왜,미,2
왜밀,왜밀의 뜻,2,30,명사,왜,밀,2
왜밀기름,왜밀기름의 뜻,2,30,명사,왜,름,4
왜바람,왜바람의 뜻,2,30,명사,왜,람,3
왜반물,왜반물의 뜻,2,30,명사,왜,물,3
왜방풍,왜방풍의 뜻,2,30,명사,왜,풍,3
요제통,요제통의 뜻,2,30,명사,요,통,3
올웨이브수신기,올웨이브수신기의 뜻,3,30,명사,올,기,7
올자학,올자학의 뜻,2,30,명사,올,학,3
올작물,올작물의 뜻,2,30,명사,올,물,3
올적끝남,올적끝남의 뜻,2,30,명사,올,남,4
올조,올조의 뜻,2,30,명사,올,조,2
올종자,올종자의 뜻,2,30,명사,올,자,3
온상재배,온상재배의 뜻,2,30,명사,온,배,4
온상지,온상지의 뜻,2,30,명사,온,지,3
예산의정권,예산의정권의 뜻,2,30,명사,예,권,5
